country,date,sector,MtCO2 per day
India,28/01/2023,Residential,1.15501
India,29/01/2023,Domestic Aviation,0.0204181
India,29/01/2023,Ground Transport,0.758806
India,29/01/2023,Industry,2.14149
India,29/01/2023,International Aviation,0.0146894
India,29/01/2023,Power,4.09371
India,29/01/2023,Residential,0.993148
India,30/01/2023,Domestic Aviation,0.0199947
India,30/01/2023,Ground Transport,0.835383
India,30/01/2023,Industry,2.16678
India,30/01/2023,International Aviation,0.0124719
India,30/01/2023,Power,4.14206
India,30/01/2023,Residential,0.866321
India,31/01/2023,Domestic Aviation,0.020656
India,31/01/2023,Ground Transport,0.83964
India,31/01/2023,Industry,2.16717
India,31/01/2023,International Aviation,0.0125864
India,31/01/2023,Power,4.14281
India,31/01/2023,Residential,0.829462
India,01/02/2023,Domestic Aviation,0.0205806
India,01/02/2023,Ground Transport,0.841301
India,01/02/2023,Industry,2.19051
India,01/02/2023,International Aviation,0.0139452
India,01/02/2023,Power,4.13422
India,01/02/2023,Residential,1.01845
India,02/02/2023,Domestic Aviation,0.0210259
India,02/02/2023,Ground Transport,0.842343
India,02/02/2023,Industry,2.26884
India,02/02/2023,International Aviation,0.0131804
India,02/02/2023,Power,4.28205
India,02/02/2023,Residential,0.936449
India,03/02/2023,Domestic Aviation,0.0209511
India,03/02/2023,Ground Transport,0.8378
India,03/02/2023,Industry,2.29149
India,03/02/2023,International Aviation,0.0140486
India,03/02/2023,Power,4.32479
India,03/02/2023,Residential,0.773566
India,04/02/2023,Domestic Aviation,0.0208708
India,04/02/2023,Ground Transport,0.839251
India,04/02/2023,Industry,2.29446
India,04/02/2023,International Aviation,0.0140483
India,04/02/2023,Power,4.33041
India,04/02/2023,Residential,0.638319
India,05/02/2023,Domestic Aviation,0.0206384
India,05/02/2023,Ground Transport,0.781571
India,05/02/2023,Industry,2.22423
India,05/02/2023,International Aviation,0.014631
India,05/02/2023,Power,4.19785
India,05/02/2023,Residential,0.581043
India,06/02/2023,Domestic Aviation,0.0206965
India,06/02/2023,Ground Transport,0.828344
India,06/02/2023,Industry,2.28758
India,06/02/2023,International Aviation,0.0128242
India,06/02/2023,Power,4.31742
India,06/02/2023,Residential,0.513498
India,07/02/2023,Domestic Aviation,0.0208979
India,07/02/2023,Ground Transport,0.831755
India,07/02/2023,Industry,2.33686
India,07/02/2023,International Aviation,0.0123467
India,07/02/2023,Power,4.41042
India,07/02/2023,Residential,0.547893
India,08/02/2023,Domestic Aviation,0.0194235
India,08/02/2023,Ground Transport,0.835834
India,08/02/2023,Industry,2.36063
India,08/02/2023,International Aviation,0.014059
India,08/02/2023,Power,4.45528
India,08/02/2023,Residential,0.618027
India,09/02/2023,Domestic Aviation,0.0196854
India,09/02/2023,Ground Transport,0.827841
India,09/02/2023,Industry,2.3565
India,09/02/2023,International Aviation,0.0129778
India,09/02/2023,Power,4.44749
India,09/02/2023,Residential,0.511227
India,10/02/2023,Domestic Aviation,0.0195683
India,10/02/2023,Ground Transport,0.834837
India,10/02/2023,Industry,2.32354
India,10/02/2023,International Aviation,0.0146047
India,10/02/2023,Power,4.38529
India,10/02/2023,Residential,0.463671
India,11/02/2023,Domestic Aviation,0.0197781
India,11/02/2023,Ground Transport,0.815951
India,11/02/2023,Industry,2.33012
India,11/02/2023,International Aviation,0.0141768
India,11/02/2023,Power,4.3977
India,11/02/2023,Residential,0.520095
India,12/02/2023,Domestic Aviation,0.0200958
India,12/02/2023,Ground Transport,0.768517
India,12/02/2023,Industry,2.22319
India,12/02/2023,International Aviation,0.0146339
India,12/02/2023,Power,4.19589
India,12/02/2023,Residential,0.666239
India,13/02/2023,Domestic Aviation,0.0200872
India,13/02/2023,Ground Transport,0.825164
India,13/02/2023,Industry,2.23446
India,13/02/2023,International Aviation,0.0126989
India,13/02/2023,Power,4.21715
India,13/02/2023,Residential,0.88312
India,14/02/2023,Domestic Aviation,0.0203429
India,14/02/2023,Ground Transport,0.830822
India,14/02/2023,Industry,2.33517
India,14/02/2023,International Aviation,0.012881
India,14/02/2023,Power,4.40724
India,14/02/2023,Residential,0.647643
India,15/02/2023,Domestic Aviation,0.020298
India,15/02/2023,Ground Transport,0.834238
India,15/02/2023,Industry,2.36268
India,15/02/2023,International Aviation,0.0140511
India,15/02/2023,Power,4.45915
India,15/02/2023,Residential,0.472074
India,16/02/2023,Domestic Aviation,0.0200824
India,16/02/2023,Ground Transport,0.828771
India,16/02/2023,Industry,2.3697
India,16/02/2023,International Aviation,0.0140359
India,16/02/2023,Power,4.4724
India,16/02/2023,Residential,0.417888
India,17/02/2023,Domestic Aviation,0.0198239
India,17/02/2023,Ground Transport,0.832346
India,17/02/2023,Industry,2.39378
India,17/02/2023,International Aviation,0.0137636
India,17/02/2023,Power,4.51784
India,17/02/2023,Residential,0.409169
India,18/02/2023,Domestic Aviation,0.0208771
India,18/02/2023,Ground Transport,0.79251
India,18/02/2023,Industry,2.38147
India,18/02/2023,International Aviation,0.0141318
India,18/02/2023,Power,4.49462
India,18/02/2023,Residential,0.393978
India,19/02/2023,Domestic Aviation,0.020781
India,19/02/2023,Ground Transport,0.720241
India,19/02/2023,Industry,2.30803
India,19/02/2023,International Aviation,0.0153188
India,19/02/2023,Power,4.35602
India,19/02/2023,Residential,0.389993
India,20/02/2023,Domestic Aviation,0.0207328
India,20/02/2023,Ground Transport,0.82583
India,20/02/2023,Industry,2.35082
India,20/02/2023,International Aviation,0.0132645
India,20/02/2023,Power,4.43677
India,20/02/2023,Residential,0.400736
India,21/02/2023,Domestic Aviation,0.0207048
India,21/02/2023,Ground Transport,0.826188
India,21/02/2023,Industry,2.36841
India,21/02/2023,International Aviation,0.0127157
India,21/02/2023,Power,4.46997
India,21/02/2023,Residential,0.422287
India,22/02/2023,Domestic Aviation,0.0206453
India,22/02/2023,Ground Transport,0.834156
India,22/02/2023,Industry,2.40915
India,22/02/2023,International Aviation,0.014104
India,22/02/2023,Power,4.54685
India,22/02/2023,Residential,0.439945
India,23/02/2023,Domestic Aviation,0.020829
India,23/02/2023,Ground Transport,0.83239
India,23/02/2023,Industry,2.41232
India,23/02/2023,International Aviation,0.0135675
India,23/02/2023,Power,4.55285
India,23/02/2023,Residential,0.440562
India,24/02/2023,Domestic Aviation,0.0206915
India,24/02/2023,Ground Transport,0.833658
India,24/02/2023,Industry,2.43067
India,24/02/2023,International Aviation,0.0142076
India,24/02/2023,Power,4.58747
India,24/02/2023,Residential,0.432326
India,25/02/2023,Domestic Aviation,0.0208293
India,25/02/2023,Ground Transport,0.822711
India,25/02/2023,Industry,2.39797
India,25/02/2023,International Aviation,0.0150471
India,25/02/2023,Power,4.52575
India,25/02/2023,Residential,0.423688
India,26/02/2023,Domestic Aviation,0.0206612
India,26/02/2023,Ground Transport,0.754429
India,26/02/2023,Industry,2.33782
India,26/02/2023,International Aviation,0.0149341
India,26/02/2023,Power,4.41223
India,26/02/2023,Residential,0.423481
India,27/02/2023,Domestic Aviation,0.0208082
India,27/02/2023,Ground Transport,0.83237
India,27/02/2023,Industry,2.40558
India,27/02/2023,International Aviation,0.0135418
India,27/02/2023,Power,4.54012
India,27/02/2023,Residential,0.427866
India,28/02/2023,Domestic Aviation,0.0207764
India,28/02/2023,Ground Transport,0.823242
India,28/02/2023,Industry,2.39527
India,28/02/2023,International Aviation,0.0131519
India,28/02/2023,Power,4.52066
India,28/02/2023,Residential,0.430779
India,01/03/2023,Domestic Aviation,0.0205318
India,01/03/2023,Ground Transport,0.827796
India,01/03/2023,Industry,2.34221
India,01/03/2023,International Aviation,0.0141028
India,01/03/2023,Power,4.51483
India,01/03/2023,Residential,0.370591
India,02/03/2023,Domestic Aviation,0.0207077
India,02/03/2023,Ground Transport,0.826186
India,02/03/2023,Industry,2.36169
India,02/03/2023,International Aviation,0.0135336
India,02/03/2023,Power,4.55237
India,02/03/2023,Residential,0.364896
India,03/03/2023,Domestic Aviation,0.0205826
India,03/03/2023,Ground Transport,0.829318
India,03/03/2023,Industry,2.38433
India,03/03/2023,International Aviation,0.0151992
India,03/03/2023,Power,4.59601
India,03/03/2023,Residential,0.362718
India,04/03/2023,Domestic Aviation,0.0205691
India,04/03/2023,Ground Transport,0.826899
India,04/03/2023,Industry,2.39712
India,04/03/2023,International Aviation,0.0146111
India,04/03/2023,Power,4.62067
India,04/03/2023,Residential,0.362918
India,05/03/2023,Domestic Aviation,0.0202382
India,05/03/2023,Ground Transport,0.742513
India,05/03/2023,Industry,2.28128
India,05/03/2023,International Aviation,0.0149142
India,05/03/2023,Power,4.39739
India,05/03/2023,Residential,0.368229
India,06/03/2023,Domestic Aviation,0.0205366
India,06/03/2023,Ground Transport,0.821727
India,06/03/2023,Industry,2.35192
India,06/03/2023,International Aviation,0.0135665
India,06/03/2023,Power,4.53355
India,06/03/2023,Residential,0.37393
India,07/03/2023,Domestic Aviation,0.0204388
India,07/03/2023,Ground Transport,0.754851
India,07/03/2023,Industry,2.20132
India,07/03/2023,International Aviation,0.013335
India,07/03/2023,Power,4.24324
India,07/03/2023,Residential,0.368219
India,08/03/2023,Domestic Aviation,0.0198982
India,08/03/2023,Ground Transport,0.131997
India,08/03/2023,Industry,2.07803
India,08/03/2023,International Aviation,0.0148864
India,08/03/2023,Power,4.00559
India,08/03/2023,Residential,0.3699
India,09/03/2023,Domestic Aviation,0.0204248
India,09/03/2023,Ground Transport,0.689942
India,09/03/2023,Industry,2.16542
India,09/03/2023,International Aviation,0.0138859
India,09/03/2023,Power,4.17405
India,09/03/2023,Residential,0.368424
India,10/03/2023,Domestic Aviation,0.0203407
India,10/03/2023,Ground Transport,0.795892
India,10/03/2023,Industry,2.30577
India,10/03/2023,International Aviation,0.01499
India,10/03/2023,Power,4.44459
India,10/03/2023,Residential,0.360539
India,11/03/2023,Domestic Aviation,0.0204335
India,11/03/2023,Ground Transport,0.782867
India,11/03/2023,Industry,2.33969
India,11/03/2023,International Aviation,0.0146485
India,11/03/2023,Power,4.50997
India,11/03/2023,Residential,0.355955
India,12/03/2023,Domestic Aviation,0.0203575
India,12/03/2023,Ground Transport,0.698957
India,12/03/2023,Industry,2.30514
India,12/03/2023,International Aviation,0.0149828
India,12/03/2023,Power,4.44337
India,12/03/2023,Residential,0.350384
India,13/03/2023,Domestic Aviation,0.0204173
India,13/03/2023,Ground Transport,0.826786
India,13/03/2023,Industry,2.39478
India,13/03/2023,International Aviation,0.0132824
India,13/03/2023,Power,4.61617
India,13/03/2023,Residential,0.351824
India,14/03/2023,Domestic Aviation,0.020543
India,14/03/2023,Ground Transport,0.828457
India,14/03/2023,Industry,2.43192
India,14/03/2023,International Aviation,0.0131112
India,14/03/2023,Power,4.68774
India,14/03/2023,Residential,0.357955
India,15/03/2023,Domestic Aviation,0.0204525
India,15/03/2023,Ground Transport,0.835516
India,15/03/2023,Industry,2.44577
India,15/03/2023,International Aviation,0.0141603
India,15/03/2023,Power,4.71446
India,15/03/2023,Residential,0.356299
India,16/03/2023,Domestic Aviation,0.0206281
India,16/03/2023,Ground Transport,0.820056
India,16/03/2023,Industry,2.36661
India,16/03/2023,International Aviation,0.0136751
India,16/03/2023,Power,4.56186
India,16/03/2023,Residential,0.353068
India,17/03/2023,Domestic Aviation,0.0204877
India,17/03/2023,Ground Transport,0.825609
India,17/03/2023,Industry,2.22992
India,17/03/2023,International Aviation,0.0147194
India,17/03/2023,Power,4.29838
India,17/03/2023,Residential,0.362297
India,18/03/2023,Domestic Aviation,0.020352
India,18/03/2023,Ground Transport,0.835707
India,18/03/2023,Industry,2.10237
India,18/03/2023,International Aviation,0.014925
India,18/03/2023,Power,4.05251
India,18/03/2023,Residential,0.388307
India,19/03/2023,Domestic Aviation,0.0201258
India,19/03/2023,Ground Transport,0.743622
India,19/03/2023,Industry,1.90351
India,19/03/2023,International Aviation,0.0153542
India,19/03/2023,Power,3.6692
India,19/03/2023,Residential,0.367704
India,20/03/2023,Domestic Aviation,0.020411
India,20/03/2023,Ground Transport,0.839552
India,20/03/2023,Industry,2.00097
India,20/03/2023,International Aviation,0.0136115
India,20/03/2023,Power,3.85706
India,20/03/2023,Residential,0.383357
India,21/03/2023,Domestic Aviation,0.0202645
India,21/03/2023,Ground Transport,0.841464
India,21/03/2023,Industry,2.06768
India,21/03/2023,International Aviation,0.0128214
India,21/03/2023,Power,3.98565
India,21/03/2023,Residential,0.400235
India,22/03/2023,Domestic Aviation,0.0201657
India,22/03/2023,Ground Transport,0.816531
India,22/03/2023,Industry,2.14487
India,22/03/2023,International Aviation,0.0143869
India,22/03/2023,Power,4.13443
India,22/03/2023,Residential,0.375904
India,23/03/2023,Domestic Aviation,0.0200953
India,23/03/2023,Ground Transport,0.818943
India,23/03/2023,Industry,2.20143
India,23/03/2023,International Aviation,0.0137263
India,23/03/2023,Power,4.24345
India,23/03/2023,Residential,0.370334
India,24/03/2023,Domestic Aviation,0.0202263
India,24/03/2023,Ground Transport,0.823591
India,24/03/2023,Industry,2.19065
India,24/03/2023,International Aviation,0.0144152
India,24/03/2023,Power,4.22267
India,24/03/2023,Residential,0.36895
India,25/03/2023,Domestic Aviation,0.0202304
India,25/03/2023,Ground Transport,0.819216
India,25/03/2023,Industry,2.25568
India,25/03/2023,International Aviation,0.0143212
India,25/03/2023,Power,4.34803
India,25/03/2023,Residential,0.372497
India,26/03/2023,Domestic Aviation,0.0203386
India,26/03/2023,Ground Transport,0.724211
India,26/03/2023,Industry,2.16204
India,26/03/2023,International Aviation,0.0148087
India,26/03/2023,Power,4.16753
India,26/03/2023,Residential,0.368223
India,27/03/2023,Domestic Aviation,0.0202385
India,27/03/2023,Ground Transport,0.818645
India,27/03/2023,Industry,2.2472
India,27/03/2023,International Aviation,0.0131494
India,27/03/2023,Power,4.33169
India,27/03/2023,Residential,0.363279
India,28/03/2023,Domestic Aviation,0.0203729
India,28/03/2023,Ground Transport,0.819956
India,28/03/2023,Industry,2.34546
India,28/03/2023,International Aviation,0.0131442
India,28/03/2023,Power,4.52109
India,28/03/2023,Residential,0.352944
India,29/03/2023,Domestic Aviation,0.0202467
India,29/03/2023,Ground Transport,0.810045
India,29/03/2023,Industry,2.36089
India,29/03/2023,International Aviation,0.0155785
India,29/03/2023,Power,4.55084
India,29/03/2023,Residential,0.345144
India,30/03/2023,Domestic Aviation,0.0206107
India,30/03/2023,Ground Transport,0.802105
India,30/03/2023,Industry,2.33569
India,30/03/2023,International Aviation,0.0140026
India,30/03/2023,Power,4.50227
India,30/03/2023,Residential,0.343195
India,31/03/2023,Domestic Aviation,0.0204119
India,31/03/2023,Ground Transport,0.822792
India,31/03/2023,Industry,2.38395
India,31/03/2023,International Aviation,0.0152778
India,31/03/2023,Power,4.59529
India,31/03/2023,Residential,0.370989
India,01/04/2023,Domestic Aviation,0.0203242
India,01/04/2023,Ground Transport,0.814225
India,01/04/2023,Industry,1.97437
India,01/04/2023,International Aviation,0.0146965
India,01/04/2023,Power,4.1076
India,01/04/2023,Residential,0.380992
India,02/04/2023,Domestic Aviation,0.0202857
India,02/04/2023,Ground Transport,0.749288
India,02/04/2023,Industry,1.92184
India,02/04/2023,International Aviation,0.0152449
India,02/04/2023,Power,3.99832
India,02/04/2023,Residential,0.360912
India,03/04/2023,Domestic Aviation,0.0204118
India,03/04/2023,Ground Transport,0.830602
India,03/04/2023,Industry,2.01999
India,03/04/2023,International Aviation,0.0134647
India,03/04/2023,Power,4.20252
India,03/04/2023,Residential,0.366414
India,04/04/2023,Domestic Aviation,0.0202036
India,04/04/2023,Ground Transport,0.801312
India,04/04/2023,Industry,2.10664
India,04/04/2023,International Aviation,0.0131379
India,04/04/2023,Power,4.3828
India,04/04/2023,Residential,0.367339
India,05/04/2023,Domestic Aviation,0.0201055
India,05/04/2023,Ground Transport,0.84109
India,05/04/2023,Industry,2.07405
India,05/04/2023,International Aviation,0.014834
India,05/04/2023,Power,4.31498
India,05/04/2023,Residential,0.355616
India,06/04/2023,Domestic Aviation,0.0204558
India,06/04/2023,Ground Transport,0.828294
India,06/04/2023,Industry,2.1017
India,06/04/2023,International Aviation,0.013566
India,06/04/2023,Power,4.37252
India,06/04/2023,Residential,0.3573
India,07/04/2023,Domestic Aviation,0.0201931
India,07/04/2023,Ground Transport,0.781741
India,07/04/2023,Industry,2.13899
India,07/04/2023,International Aviation,0.0146726
India,07/04/2023,Power,4.45009
India,07/04/2023,Residential,0.350974
India,08/04/2023,Domestic Aviation,0.0202303
India,08/04/2023,Ground Transport,0.78809
India,08/04/2023,Industry,2.15482
India,08/04/2023,International Aviation,0.0140017
India,08/04/2023,Power,4.48302
India,08/04/2023,Residential,0.342765
India,09/04/2023,Domestic Aviation,0.0203143
India,09/04/2023,Ground Transport,0.712564
India,09/04/2023,Industry,2.10907
India,09/04/2023,International Aviation,0.0151086
India,09/04/2023,Power,4.38784
India,09/04/2023,Residential,0.340875
India,10/04/2023,Domestic Aviation,0.0200222
India,10/04/2023,Ground Transport,0.826943
India,10/04/2023,Industry,2.222
India,10/04/2023,International Aviation,0.0134905
India,10/04/2023,Power,4.62279
India,10/04/2023,Residential,0.336472
India,11/04/2023,Domestic Aviation,0.0200306
India,11/04/2023,Ground Transport,0.826189
India,11/04/2023,Industry,2.28521
India,11/04/2023,International Aviation,0.012865
India,11/04/2023,Power,4.75429
India,11/04/2023,Residential,0.330273
India,12/04/2023,Domestic Aviation,0.0200335
India,12/04/2023,Ground Transport,0.826906
India,12/04/2023,Industry,2.32627
India,12/04/2023,International Aviation,0.0149857
India,12/04/2023,Power,4.83971
India,12/04/2023,Residential,0.327681
India,13/04/2023,Domestic Aviation,0.020569
India,13/04/2023,Ground Transport,0.82383
India,13/04/2023,Industry,2.34056
India,13/04/2023,International Aviation,0.0142439
India,13/04/2023,Power,4.86946
India,13/04/2023,Residential,0.324409
India,14/04/2023,Domestic Aviation,0.0203569
India,14/04/2023,Ground Transport,0.795145
India,14/04/2023,Industry,2.33511
India,14/04/2023,International Aviation,0.014751
India,14/04/2023,Power,4.85812
India,14/04/2023,Residential,0.321187
India,15/04/2023,Domestic Aviation,0.0203087
India,15/04/2023,Ground Transport,0.807207
India,15/04/2023,Industry,2.3079
India,15/04/2023,International Aviation,0.0143989
India,15/04/2023,Power,4.80149
India,15/04/2023,Residential,0.3177
India,16/04/2023,Domestic Aviation,0.0203444
India,16/04/2023,Ground Transport,0.729672
India,16/04/2023,Industry,2.27076
India,16/04/2023,International Aviation,0.0147785
India,16/04/2023,Power,4.72423
India,16/04/2023,Residential,0.32414
India,17/04/2023,Domestic Aviation,0.0204869
India,17/04/2023,Ground Transport,0.818989
India,17/04/2023,Industry,2.37348
India,17/04/2023,International Aviation,0.0132975
India,17/04/2023,Power,4.93794
India,17/04/2023,Residential,0.31618
India,18/04/2023,Domestic Aviation,0.0203261
India,18/04/2023,Ground Transport,0.826585
India,18/04/2023,Industry,2.44545
India,18/04/2023,International Aviation,0.0132511
India,18/04/2023,Power,5.08766
India,18/04/2023,Residential,0.324135
India,19/04/2023,Domestic Aviation,0.0187258
India,19/04/2023,Ground Transport,0.825296
India,19/04/2023,Industry,2.39807
India,19/04/2023,International Aviation,0.0137783
India,19/04/2023,Power,4.98909
India,19/04/2023,Residential,0.337147
India,20/04/2023,Domestic Aviation,0.0204335
India,20/04/2023,Ground Transport,0.830217
India,20/04/2023,Industry,2.35453
India,20/04/2023,International Aviation,0.0139197
India,20/04/2023,Power,4.89852
India,20/04/2023,Residential,0.341754
India,21/04/2023,Domestic Aviation,0.0203726
India,21/04/2023,Ground Transport,0.817668
India,21/04/2023,Industry,2.27904
India,21/04/2023,International Aviation,0.0149682
India,21/04/2023,Power,4.74145
India,21/04/2023,Residential,0.344438
India,22/04/2023,Domestic Aviation,0.0202594
India,22/04/2023,Ground Transport,0.759643
India,22/04/2023,Industry,2.21348
India,22/04/2023,International Aviation,0.0146145
India,22/04/2023,Power,4.60508
India,22/04/2023,Residential,0.350279
India,23/04/2023,Domestic Aviation,0.020327
India,23/04/2023,Ground Transport,0.716938
India,23/04/2023,Industry,2.01828
India,23/04/2023,International Aviation,0.0152075
India,23/04/2023,Power,4.19896
India,23/04/2023,Residential,0.341538
India,24/04/2023,Domestic Aviation,0.0204458
India,24/04/2023,Ground Transport,0.816941
India,24/04/2023,Industry,2.14773
India,24/04/2023,International Aviation,0.0138784
India,24/04/2023,Power,4.46827
India,24/04/2023,Residential,0.331976
India,25/04/2023,Domestic Aviation,0.0208981
India,25/04/2023,Ground Transport,0.812895
India,25/04/2023,Industry,2.21794
India,25/04/2023,International Aviation,0.0149259
India,25/04/2023,Power,4.61435
India,25/04/2023,Residential,0.331577
India,26/04/2023,Domestic Aviation,0.0192706
India,26/04/2023,Ground Transport,0.820272
India,26/04/2023,Industry,2.23425
India,26/04/2023,International Aviation,0.01497
India,26/04/2023,Power,4.64829
India,26/04/2023,Residential,0.333639
India,27/04/2023,Domestic Aviation,0.0211907
India,27/04/2023,Ground Transport,0.820961
India,27/04/2023,Industry,2.24679
India,27/04/2023,International Aviation,0.013893
India,27/04/2023,Power,4.67438
India,27/04/2023,Residential,0.340823
India,28/04/2023,Domestic Aviation,0.021156
India,28/04/2023,Ground Transport,0.82161
India,28/04/2023,Industry,2.22709
